Month,Year,Product_id,Region,Units_expected,Stock,Percentage
January,2025,85,Noroeste,1091,1203,110.27
June,2025,22,Zona Metropolitana De Monterrey,721,795,110.26
June,2025,86,Zona Metropolitana De Monterrey,994,1096,110.26
March,2025,60,Ciudad De México,1121,1236,110.26
September,2025,61,Bajío,1238,1365,110.26
December,2025,36,Noroeste,1247,1375,110.26
September,2025,5,Zona Metropolitana De Guadalajara,1093,1205,110.25
July,2025,40,Ciudad De México,1756,1936,110.25
November,2025,47,Zona Metropolitana De Monterrey,2469,2722,110.25
September,2025,24,Bajío,713,786,110.24
August,2025,116,Ciudad De México,742,818,110.24
September,2025,10,Sur,820,904,110.24
July,2025,40,Sureste,1104,1217,110.24
January,2025,84,Bajío,1320,1455,110.23
October,2025,40,Bajío,1368,1508,110.23
January,2025,106,Bajío,1625,1791,110.22
October,2025,120,Ciudad De México,1244,1371,110.21
January,2025,32,Sureste,1273,1403,110.21
July,2025,92,Ciudad De México,1127,1242,110.2
September,2025,62,Bajío,1265,1394,110.2
March,2025,67,Zona Metropolitana De Guadalajara,834,919,110.19
May,2025,50,Sureste,854,941,110.19
March,2025,123,Sur,1413,1557,110.19
August,2025,46,Zona Metropolitana De Guadalajara,1561,1720,110.19
August,2025,19,Zona Metropolitana De Monterrey,1788,1970,110.18
April,2025,111,Bajío,747,823,110.17
January,2025,86,Zona Metropolitana De Monterrey,886,976,110.16
February,2025,123,Bajío,1457,1605,110.16
April,2025,61,Bajío,1536,1692,110.16
September,2025,65,Ciudad De México,2205,2429,110.16
September,2025,60,Noroeste,719,792,110.15
September,2025,49,Sur,1153,1270,110.15
June,2025,36,Sureste,1419,1563,110.15
June,2025,38,Bajío,1488,1639,110.15
December,2025,57,Bajío,1636,1802,110.15
August,2025,97,Zona Metropolitana De Guadalajara,1843,2030,110.15
November,2025,8,Noroeste,917,1010,110.14
February,2025,75,Zona Metropolitana De Guadalajara,1007,1109,110.13
October,2025,85,Noroeste,1175,1294,110.13
January,2025,66,Noroeste,1461,1609,110.13
July,2025,48,Noroeste,830,914,110.12
August,2025,60,Bajío,988,1088,110.12
November,2025,80,Ciudad De México,1215,1338,110.12
November,2025,71,Zona Metropolitana De Guadalajara,1482,1632,110.12
March,2025,115,Zona Metropolitana De Guadalajara,1562,1720,110.12
September,2025,85,Zona Metropolitana De Guadalajara,1571,1730,110.12
January,2025,68,Sureste,1650,1817,110.12
June,2025,101,Ciudad De México,1699,1871,110.12
November,2025,98,Zona Metropolitana De Monterrey,1760,1938,110.11
June,2025,70,Ciudad De México,891,981,110.1
May,2025,99,Sur,891,981,110.1
November,2025,25,Ciudad De México,901,992,110.1
March,2025,100,Noroeste,1129,1243,110.1
July,2025,69,Zona Metropolitana De Guadalajara,803,884,110.09
July,2025,58,Sur,1159,1276,110.09
November,2025,90,Sur,506,557,110.08
October,2025,62,Ciudad De México,1062,1169,110.08
October,2025,129,Sureste,1121,1234,110.08
January,2025,125,Sureste,1349,1485,110.08
September,2025,61,Ciudad De México,1656,1823,110.08
June,2025,12,Zona Metropolitana De Monterrey,2122,2336,110.08
October,2025,27,Bajío,725,798,110.07
July,2025,34,Zona Metropolitana De Guadalajara,1469,1617,110.07
April,2025,14,Bajío,1748,1924,110.07
July,2025,15,Noroeste,1272,1400,110.06
April,2025,39,Zona Metropolitana De Monterrey,1452,1598,110.06
December,2025,108,Ciudad De México,1989,2189,110.06
November,2025,4,Ciudad De México,1333,1467,110.05
December,2025,61,Bajío,1463,1610,110.05
March,2025,38,Zona Metropolitana De Guadalajara,1522,1675,110.05
October,2025,112,Zona Metropolitana De Guadalajara,1532,1686,110.05
November,2025,109,Zona Metropolitana De Monterrey,1772,1950,110.05
May,2025,65,Ciudad De México,2517,2770,110.05
April,2025,128,Sur,677,745,110.04
April,2025,53,Zona Metropolitana De Guadalajara,1006,1107,110.04
August,2025,113,Sureste,1285,1414,110.04
September,2025,13,Noroeste,1434,1578,110.04
July,2025,79,Zona Metropolitana De Guadalajara,2022,2225,110.04
July,2025,109,Sureste,1137,1251,110.03
August,2025,33,Bajío,1589,1748,110.01
May,2025,19,Sur,1340,1474,110.0
October,2025,72,Zona Metropolitana De Monterrey,2069,2276,110.0
April,2025,91,Sur,611,672,109.98
October,2025,53,Bajío,922,1014,109.98
November,2025,99,Zona Metropolitana De Guadalajara,1223,1345,109.98
March,2025,85,Zona Metropolitana De Guadalajara,1303,1433,109.98
October,2025,90,Noroeste,572,629,109.97
January,2025,22,Sureste,592,651,109.97
November,2025,64,Noroeste,1003,1103,109.97
November,2025,60,Zona Metropolitana De Monterrey,1224,1346,109.97
March,2025,59,Zona Metropolitana De Monterrey,1275,1402,109.96
March,2025,56,Zona Metropolitana De Monterrey,1467,1613,109.95
February,2025,40,Bajío,1547,1701,109.95
March,2025,127,Zona Metropolitana De Guadalajara,2011,2211,109.95
January,2025,25,Bajío,704,774,109.94
August,2025,56,Sureste,876,963,109.93
January,2025,82,Sur,896,985,109.93
February,2025,95,Zona Metropolitana De Monterrey,1762,1937,109.93
February,2025,60,Bajío,605,665,109.92
June,2025,21,Ciudad De México,887,975,109.92
January,2025,70,Ciudad De México,887,975,109.92
September,2025,15,Zona Metropolitana De Guadalajara,1522,1673,109.92
December,2025,101,Bajío,1603,1762,109.92
August,2025,72,Bajío,1775,1951,109.92
June,2025,49,Zona Metropolitana De Monterrey,1655,1819,109.91
January,2025,31,Zona Metropolitana De Monterrey,1695,1863,109.91
January,2025,27,Sur,495,544,109.9
August,2025,10,Zona Metropolitana De Guadalajara,1212,1332,109.9
October,2025,17,Sur,1283,1410,109.9
November,2025,1,Zona Metropolitana De Monterrey,1889,2076,109.9
July,2025,25,Bajío,647,711,109.89
May,2025,53,Bajío,819,900,109.89
April,2025,91,Bajío,940,1033,109.89
October,2025,36,Zona Metropolitana De Guadalajara,1557,1711,109.89
December,2025,18,Zona Metropolitana De Monterrey,1952,2145,109.89
April,2025,120,Noroeste,668,734,109.88
November,2025,52,Bajío,911,1001,109.88
June,2025,36,Noroeste,1295,1423,109.88
June,2025,33,Noroeste,1278,1404,109.86
March,2025,129,Sureste,1288,1415,109.86
April,2025,119,Bajío,1359,1493,109.86
September,2025,127,Bajío,1643,1805,109.86
December,2025,29,Noroeste,548,602,109.85
October,2025,122,Noroeste,609,669,109.85
March,2025,109,Sureste,1117,1227,109.85
December,2025,33,Zona Metropolitana De Guadalajara,1401,1539,109.85
November,2025,69,Noroeste,579,636,109.84
April,2025,29,Zona Metropolitana De Guadalajara,580,637,109.83
October,2025,64,Bajío,1251,1374,109.83
February,2025,29,Noroeste,611,671,109.82
October,2025,120,Zona Metropolitana De Guadalajara,866,951,109.82
February,2025,49,Zona Metropolitana De Guadalajara,1355,1488,109.82
August,2025,77,Ciudad De México,1802,1979,109.82
June,2025,69,Zona Metropolitana De Guadalajara,805,884,109.81
July,2025,58,Zona Metropolitana De Monterrey,1633,1793,109.8
May,2025,83,Zona Metropolitana De Guadalajara,1948,2139,109.8
April,2025,96,Bajío,1481,1626,109.79
July,2025,32,Zona Metropolitana De Guadalajara,1441,1582,109.78
August,2025,25,Sur,522,573,109.77
January,2025,84,Ciudad De México,1915,2102,109.77
August,2025,42,Noroeste,553,607,109.76
January,2025,30,Zona Metropolitana De Monterrey,932,1023,109.76
May,2025,45,Zona Metropolitana De Monterrey,1506,1653,109.76
July,2025,128,Sur,708,777,109.75
May,2025,122,Noroeste,718,788,109.75
August,2025,103,Sur,995,1092,109.75
January,2025,64,Bajío,1261,1384,109.75
January,2025,45,Zona Metropolitana De Guadalajara,1662,1824,109.75
September,2025,79,Zona Metropolitana De Guadalajara,1723,1891,109.75
December,2025,96,Zona Metropolitana De Monterrey,2493,2736,109.75
November,2025,110,Noroeste,1048,1150,109.73
November,2025,106,Sureste,1194,1310,109.72
February,2025,93,Zona Metropolitana De Guadalajara,1378,1512,109.72
June,2025,72,Zona Metropolitana De Monterrey,1666,1828,109.72
August,2025,50,Sureste,969,1063,109.7
December,2025,35,Noroeste,1000,1097,109.7
January,2025,124,Sureste,588,645,109.69
February,2025,91,Zona Metropolitana De Monterrey,826,906,109.69
June,2025,108,Noroeste,1414,1551,109.69
May,2025,126,Noroeste,754,827,109.68
February,2025,121,Zona Metropolitana De Monterrey,971,1065,109.68
April,2025,23,Zona Metropolitana De Monterrey,807,885,109.67
June,2025,51,Zona Metropolitana De Monterrey,1325,1453,109.66
June,2025,116,Zona Metropolitana De Monterrey,808,886,109.65
January,2025,51,Zona Metropolitana De Guadalajara,1098,1204,109.65
July,2025,119,Ciudad De México,2260,2478,109.65
May,2025,21,Zona Metropolitana De Monterrey,685,751,109.64
April,2025,111,Noroeste,934,1024,109.64
August,2025,130,Sureste,975,1069,109.64
December,2025,85,Zona Metropolitana De Guadalajara,1110,1217,109.64
July,2025,89,Noroeste,1234,1353,109.64
August,2025,44,Sureste,1338,1467,109.64
October,2025,121,Bajío,779,854,109.63
February,2025,18,Sur,1371,1503,109.63
September,2025,14,Noroeste,1589,1742,109.63
April,2025,70,Zona Metropolitana De Monterrey,728,798,109.62
September,2025,19,Sureste,1528,1675,109.62
November,2025,70,Sur,562,616,109.61
February,2025,123,Ciudad De México,1987,2178,109.61
June,2025,75,Noroeste,927,1016,109.6
May,2025,9,Noroeste,1208,1324,109.6
May,2025,83,Noroeste,1385,1518,109.6
June,2025,13,Sur,1427,1564,109.6
January,2025,108,Zona Metropolitana De Guadalajara,1917,2101,109.6
September,2025,103,Zona Metropolitana De Guadalajara,1314,1440,109.59
March,2025,113,Zona Metropolitana De Monterrey,2387,2616,109.59
July,2025,98,Ciudad De México,2503,2743,109.59
March,2025,50,Bajío,908,995,109.58
April,2025,107,Zona Metropolitana De Guadalajara,2130,2334,109.58
December,2025,107,Zona Metropolitana De Guadalajara,1828,2003,109.57
April,2025,24,Bajío,596,653,109.56
March,2025,1,Ciudad De México,2071,2269,109.56
March,2025,7,Bajío,859,941,109.55
April,2025,6,Zona Metropolitana De Guadalajara,1216,1332,109.54
June,2025,55,Sureste,1384,1516,109.54
February,2025,48,Zona Metropolitana De Monterrey,1426,1562,109.54
November,2025,124,Sureste,557,610,109.52
April,2025,84,Noroeste,1250,1369,109.52
October,2025,8,Ciudad De México,1670,1829,109.52
October,2025,87,Ciudad De México,2198,2407,109.51
July,2025,121,Noroeste,674,738,109.5
November,2025,122,Zona Metropolitana De Guadalajara,842,922,109.5
February,2025,2,Noroeste,895,980,109.5
December,2025,31,Zona Metropolitana De Guadalajara,1347,1475,109.5
May,2025,59,Zona Metropolitana De Guadalajara,1368,1498,109.5
October,2025,68,Sureste,1579,1729,109.5
May,2025,118,Ciudad De México,1736,1901,109.5
October,2025,95,Sureste,1212,1327,109.49
December,2025,121,Bajío,728,797,109.48
July,2025,6,Noroeste,833,912,109.48
April,2025,99,Noroeste,886,970,109.48
November,2025,91,Ciudad De México,1150,1259,109.48
April,2025,55,Zona Metropolitana De Monterrey,1983,2171,109.48
October,2025,88,Sureste,644,705,109.47
July,2025,53,Sureste,729,798,109.47
March,2025,93,Zona Metropolitana De Guadalajara,1267,1387,109.47
June,2025,108,Sureste,1457,1595,109.47
July,2025,39,Zona Metropolitana De Monterrey,1731,1895,109.47
November,2025,71,Noroeste,1533,1678,109.46
March,2025,70,Zona Metropolitana De Guadalajara,688,753,109.45
September,2025,99,Sur,783,857,109.45
September,2025,46,Ciudad De México,1358,1486,109.43
September,2025,40,Zona Metropolitana De Monterrey,1559,1706,109.43
January,2025,49,Ciudad De México,1846,2020,109.43
August,2025,122,Noroeste,584,639,109.42
November,2025,94,Bajío,1125,1231,109.42
September,2025,43,Sureste,1550,1696,109.42
April,2025,64,Ciudad De México,1933,2115,109.42
March,2025,54,Zona Metropolitana De Monterrey,2589,2833,109.42
November,2025,30,Ciudad De México,829,907,109.41
October,2025,7,Ciudad De México,1360,1488,109.41
March,2025,49,Zona Metropolitana De Monterrey,1487,1627,109.41
December,2025,95,Zona Metropolitana De Guadalajara,1679,1837,109.41
March,2025,108,Zona Metropolitana De Monterrey,2231,2441,109.41
May,2025,76,Sur,564,617,109.4
November,2025,56,Noroeste,840,919,109.4
September,2025,19,Noroeste,1415,1548,109.4
September,2025,22,Noroeste,575,629,109.39
January,2025,60,Noroeste,756,827,109.39
August,2025,49,Noroeste,1065,1165,109.39
August,2025,89,Zona Metropolitana De Guadalajara,1821,1992,109.39
October,2025,25,Sur,512,560,109.38
December,2025,5,Sur,640,700,109.38
September,2025,49,Sureste,1162,1271,109.38
May,2025,108,Noroeste,1536,1680,109.38
January,2025,47,Sureste,1759,1924,109.38
August,2025,34,Noroeste,1217,1331,109.37
July,2025,110,Sur,1272,1391,109.36
October,2025,55,Sur,1367,1495,109.36
October,2025,16,Bajío,1667,1823,109.36
February,2025,81,Zona Metropolitana De Monterrey,1678,1835,109.36
February,2025,49,Sureste,1348,1474,109.35
October,2025,109,Zona Metropolitana De Guadalajara,1391,1521,109.35
April,2025,108,Noroeste,1722,1883,109.35
December,2025,123,Zona Metropolitana De Monterrey,1797,1965,109.35
November,2025,115,Zona Metropolitana De Guadalajara,2011,2199,109.35
November,2025,78,Sur,792,866,109.34
November,2025,19,Noroeste,1757,1921,109.33
January,2025,26,Noroeste,515,563,109.32
May,2025,71,Ciudad De México,1996,2182,109.32
August,2025,124,Sureste,580,634,109.31
March,2025,22,Zona Metropolitana De Guadalajara,623,681,109.31
May,2025,23,Sureste,677,740,109.31
October,2025,124,Zona Metropolitana De Guadalajara,709,775,109.31
August,2025,102,Sur,741,810,109.31
November,2025,36,Zona Metropolitana De Monterrey,1589,1737,109.31
April,2025,21,Zona Metropolitana De Guadalajara,742,811,109.3
April,2025,58,Bajío,903,987,109.3
October,2025,117,Bajío,1054,1152,109.3
February,2025,76,Bajío,646,706,109.29
February,2025,10,Bajío,840,918,109.29
August,2025,66,Zona Metropolitana De Monterrey,1582,1729,109.29
September,2025,40,Sur,937,1024,109.28
April,2025,57,Sur,1164,1272,109.28
February,2025,106,Sur,1229,1343,109.28
September,2025,130,Bajío,1272,1390,109.28
October,2025,44,Ciudad De México,1767,1931,109.28
January,2025,53,Sur,615,672,109.27
June,2025,28,Bajío,669,731,109.27
June,2025,126,Zona Metropolitana De Guadalajara,1219,1332,109.27
November,2025,68,Noroeste,1531,1673,109.27
February,2025,61,Sur,1166,1274,109.26
September,2025,122,Bajío,670,732,109.25
November,2025,44,Sur,995,1087,109.25
December,2025,51,Zona Metropolitana De Monterrey,1200,1311,109.25
June,2025,72,Zona Metropolitana De Guadalajara,1718,1877,109.25
February,2025,17,Zona Metropolitana De Guadalajara,1817,1985,109.25
May,2025,73,Zona Metropolitana De Guadalajara,1494,1632,109.24
December,2025,79,Noroeste,1084,1184,109.23
July,2025,129,Noroeste,1669,1823,109.23
February,2025,102,Bajío,857,936,109.22
November,2025,43,Sureste,1911,2087,109.21
May,2025,27,Sureste,511,558,109.2
March,2025,11,Sur,1141,1246,109.2
March,2025,93,Ciudad De México,1445,1578,109.2
December,2025,81,Noroeste,1446,1579,109.2
January,2025,90,Zona Metropolitana De Monterrey,740,808,109.19
March,2025,31,Sureste,936,1022,109.19
August,2025,78,Bajío,1534,1675,109.19
March,2025,121,Ciudad De México,1111,1213,109.18
April,2025,95,Zona Metropolitana De Monterrey,1786,1950,109.18
September,2025,55,Zona Metropolitana De Monterrey,1878,2050,109.16
September,2025,34,Sureste,1060,1157,109.15
December,2025,125,Zona Metropolitana De Guadalajara,1617,1765,109.15
August,2025,91,Sur,700,764,109.14
November,2025,44,Sureste,1083,1182,109.14
May,2025,18,Sur,1204,1314,109.14
September,2025,93,Zona Metropolitana De Guadalajara,1455,1588,109.14
May,2025,9,Zona Metropolitana De Guadalajara,1466,1600,109.14
August,2025,33,Zona Metropolitana De Guadalajara,1783,1946,109.14
March,2025,39,Zona Metropolitana De Guadalajara,1304,1423,109.13
June,2025,9,Sur,1053,1149,109.12
April,2025,89,Noroeste,1360,1484,109.12
January,2025,58,Zona Metropolitana De Monterrey,1436,1567,109.12
November,2025,54,Noroeste,1854,2023,109.12
September,2025,75,Sur,1088,1187,109.1
July,2025,82,Zona Metropolitana De Guadalajara,1088,1187,109.1
October,2025,114,Zona Metropolitana De Guadalajara,1649,1799,109.1
February,2025,54,Bajío,2186,2385,109.1
June,2025,21,Sureste,517,564,109.09
July,2025,70,Zona Metropolitana De Guadalajara,638,696,109.09
November,2025,96,Bajío,1783,1945,109.09
September,2025,121,Noroeste,727,793,109.08
September,2025,101,Sureste,1245,1358,109.08
August,2025,3,Zona Metropolitana De Monterrey,1366,1490,109.08
April,2025,93,Zona Metropolitana De Monterrey,1399,1526,109.08
March,2025,18,Noroeste,1301,1419,109.07
January,2025,80,Zona Metropolitana De Monterrey,894,975,109.06
May,2025,99,Noroeste,938,1023,109.06
February,2025,48,Noroeste,1148,1252,109.06
April,2025,2,Zona Metropolitana De Guadalajara,1325,1445,109.06
September,2025,84,Zona Metropolitana De Guadalajara,1336,1457,109.06
October,2025,61,Zona Metropolitana De Guadalajara,1525,1663,109.05
April,2025,41,Ciudad De México,1879,2049,109.05
April,2025,75,Noroeste,863,941,109.04
March,2025,95,Bajío,1504,1640,109.04
April,2025,13,Zona Metropolitana De Monterrey,1759,1918,109.04
November,2025,74,Zona Metropolitana De Guadalajara,1296,1413,109.03
May,2025,12,Sureste,1395,1521,109.03
November,2025,78,Noroeste,1020,1112,109.02
November,2025,21,Zona Metropolitana De Monterrey,822,896,109.0
June,2025,4,Sur,878,957,109.0
July,2025,86,Ciudad De México,944,1029,109.0
September,2025,48,Bajío,1156,1260,109.0
March,2025,15,Zona Metropolitana De Guadalajara,1812,1975,109.0
January,2025,124,Ciudad De México,1023,1115,108.99
December,2025,95,Sur,1068,1164,108.99
December,2025,15,Noroeste,1513,1649,108.99
June,2025,48,Ciudad De México,1193,1300,108.97
November,2025,112,Sureste,1394,1519,108.97
November,2025,46,Ciudad De México,1872,2040,108.97
August,2025,70,Noroeste,626,682,108.95
October,2025,70,Bajío,648,706,108.95
February,2025,15,Noroeste,1408,1534,108.95
September,2025,11,Zona Metropolitana De Monterrey,1643,1790,108.95
April,2025,20,Zona Metropolitana De Monterrey,1899,2069,108.95
February,2025,55,Ciudad De México,2280,2484,108.95
January,2025,53,Zona Metropolitana De Monterrey,861,938,108.94
June,2025,8,Zona Metropolitana De Guadalajara,1431,1559,108.94
August,2025,86,Bajío,739,805,108.93
December,2025,89,Sureste,1176,1281,108.93
November,2025,127,Sur,1478,1610,108.93
October,2025,121,Zona Metropolitana De Monterrey,796,867,108.92
February,2025,1,Bajío,1693,1844,108.92
March,2025,6,Zona Metropolitana De Monterrey,1044,1137,108.91
March,2025,35,Sureste,1380,1503,108.91
December,2025,25,Bajío,607,661,108.9
July,2025,67,Noroeste,652,710,108.9
September,2025,103,Sureste,865,942,108.9
December,2025,53,Zona Metropolitana De Guadalajara,955,1040,108.9
August,2025,98,Noroeste,1460,1590,108.9
June,2025,16,Sureste,1494,1627,108.9
August,2025,87,Ciudad De México,2124,2313,108.9
February,2025,44,Noroeste,1001,1090,108.89
March,2025,62,Bajío,1238,1348,108.89
April,2025,130,Zona Metropolitana De Monterrey,1316,1433,108.89
October,2025,63,Sureste,1138,1239,108.88
April,2025,51,Zona Metropolitana De Monterrey,1272,1385,108.88
August,2025,82,Zona Metropolitana De Monterrey,1453,1582,108.88
October,2025,93,Zona Metropolitana De Monterrey,1531,1667,108.88
